ROUNDS,MAE,Distance
R0,0.0,2.424953607803663
R1,679.7521820350813,2.891561861693434
R2,0.004409371495469027,0.6506919393998977
R3,0.004503842260399256,0.27060118255469623
R4,1.3120943772820004,0.06139218191268334
R5,0.0005731025353332103,0.019313207915827815
R6,0.000346396319999925,0.0022360679774995436
