ROUNDS,MAE,Distance
R0,0.0,0.7920286999604245
R1,23.46230539873459,0.34584534115699755
R2,31.325795716664253,2.7085512732824535
R3,9.035159947799555,4.4257469426075415
R4,4.448663781957074,1.7693942466279242
R5,3.4104068942007597,1.913142179766052
R6,2.7629315707854913,1.8324333548590521
R7,3.9004220989281975,1.7900393850415695
